"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","R000460","R","564","672","87.85","DE","19","William V. Roth Jr.","","https://api.propublica.org/congress/v1/members/R000460.json","",""
"","","","","K000305","D","580","672","88.15","WI","20","Herb Kohl","","https://api.propublica.org/congress/v1/members/K000305.json","",""
"","","","","L000035","D","589","672","88.17","AR","21","Blanche Lincoln","","https://api.propublica.org/congress/v1/members/L000035.json","",""
"","","","","T000317","D","573","672","88.7","NJ","22","Robert G. Torricelli","","https://api.propublica.org/congress/v1/members/T000317.json","",""
"","","","","I000024","R","573","672","88.84","OK","23","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","G000352","D","593","672","89.04","FL","24","Bob Graham","","https://api.propublica.org/congress/v1/members/G000352.json","",""
"","","","","L000550","D","589","672","89.38","LA","25","Mary L. Landrieu","","https://api.propublica.org/congress/v1/members/L000550.json","",""
"","","","","D000432","D","594","672","89.46","ND","26","Byron L. Dorgan","","https://api.propublica.org/congress/v1/members/D000432.json","",""
"","","","","K000146","D","597","672","89.77","NE","27","J. Robert Kerrey","","https://api.propublica.org/congress/v1/members/K000146.json","",""
"","","","","A000355","R","604","672","89.88","MI","28","Spencer Abraham","","https://api.propublica.org/congress/v1/members/A000355.json","",""
"","","","","C000705","D","599","672","89.94","ND","29","Kent Conrad","","https://api.propublica.org/congress/v1/members/C000705.json","",""
"","","","","C000077","R","597","672","90.18","CO","30","Ben Nighthorse Campbell","","https://api.propublica.org/congress/v1/members/C000077.json","",""
"","","","","B001066","R","588","672","90.32","KY","31","Jim Bunning","","https://api.propublica.org/congress/v1/members/B001066.json","",""
"","","","","M001054","D","542","672","90.33","NY","32","Daniel Patrick Moynihan","","https://api.propublica.org/congress/v1/members/M001054.json","",""
"","","","","L000504","R","594","672","90.41","IN","33","Richard G. Lugar","","https://api.propublica.org/congress/v1/members/L000504.json","",""
"","","","","T000457","R","605","672","90.43","TN","34","Fred Thompson","","https://api.propublica.org/congress/v1/members/T000457.json","",""
"","","","","L000304","D","547","672","90.56","CT","35","Joseph I. Lieberman","","https://api.propublica.org/congress/v1/members/L000304.json","",""
"","","","","B001233","D","609","672","90.63","IN","36","Evan Bayh","","https://api.propublica.org/congress/v1/members/B001233.json","",""
"","","","","G000365","R","605","672","90.7","TX","37","Phil Gramm","","https://api.propublica.org/congress/v1/members/G000365.json","",""
"","","","","L000174","D","590","672","90.77","VT","38","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","G000445","R","586","672","90.85","NH","39","Judd Gregg","","https://api.propublica.org/congress/v1/members/G000445.json","",""
"","","","","S001142","R","600","672","91.05","OR","40","Gordon Harold Smith","","https://api.propublica.org/congress/v1/members/S001142.json","",""
"","","","","B000243","D","606","672","91.13","MT","41","Max Baucus","","https://api.propublica.org/congress/v1/members/B000243.json","",""
"","","","","C001034","D","612","672","91.34","GA","42","Max Cleland","","https://api.propublica.org/congress/v1/members/C001034.json","",""
"","","","","S001141","R","607","672","91.42","AL","43","Jeff Sessions","","https://api.propublica.org/congress/v1/members/S001141.json","",""
"","","","","B000468","D","609","672","91.44","NM","44","Jeff Bingaman","","https://api.propublica.org/congress/v1/members/B000468.json","",""
"","","","","S000320","R","609","672","91.58","AL","45","Richard C. Shelby","","https://api.propublica.org/congress/v1/members/S000320.json","",""
"","","","","K000352","R","609","672","91.58","AZ","46","Jon Kyl","","https://api.propublica.org/congress/v1/members/K000352.json","",""
"","","","","W000154","R","610","672","91.59","VA","47","John W. Warner","","https://api.propublica.org/congress/v1/members/W000154.json","",""
"","","","","E000285","R","611","672","91.6","WY","48","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","H001015","R","596","672","91.69","AR","49","Tim Hutchinson","","https://api.propublica.org/congress/v1/members/H001015.json","",""
"","","","","A000109","R","614","672","91.92","CO","50","Wayne A. Allard","","https://api.propublica.org/congress/v1/members/A000109.json","",""
"","","","","N000102","R","614","672","91.92","OK","51","Don Nickles","","https://api.propublica.org/congress/v1/members/N000102.json","",""
"","","","","R000295","D","617","672","91.95","VA","52","Charles S. Robb","","https://api.propublica.org/congress/v1/members/R000295.json","",""
"","","","","H001028","R","612","672","92.03","NE","53","Chuck T. Hagel","","https://api.propublica.org/congress/v1/members/H001028.json","",""
"","","","","S000059","R","611","672","92.16","PA","54","Richard J. Santorum","","https://api.propublica.org/congress/v1/members/S000059.json","",""
"","","","","B001126","R","601","672","92.18","MT","55","Conrad Burns","","https://api.propublica.org/congress/v1/members/B001126.json","",""
"","","","","B000444","D","590","672","92.19","DE","56","Joseph R. Biden Jr.","","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","E000286","D","617","672","92.23","NC","57","John Reid Edwards","","https://api.propublica.org/congress/v1/members/E000286.json","",""
"","","","","H001016","R","612","672","92.45","TX","58","Kay Bailey Hutchison","","https://api.propublica.org/congress/v1/members/H001016.json","",""
"","","","","S000888","R","617","672","92.5","AK","59","Ted F. Stevens","","https://api.propublica.org/congress/v1/members/S000888.json","",""
"","","","","T000162","R","603","672","92.77","WY","60","Craig Thomas","","https://api.propublica.org/congress/v1/members/T000162.json","",""
"","","","","T000254","R","623","672","92.85","SC","61","Strom Thurmond","","https://api.propublica.org/congress/v1/members/T000254.json","",""
"","","","","A000356","R","611","672","92.86","MO","62","John Ashcroft","","https://api.propublica.org/congress/v1/members/A000356.json","",""
"","","","","R000146","D","624","672","92.86","NV","63","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","I000025","D","560","672","92.87","HI","64","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","D000388","D","595","672","92.97","CT","65","Christopher J. Dodd","","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","G000386","R","625","672","93.01","IA","66","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","F000062","D","581","672","93.11","CA","67","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","B000711","D","593","672","93.24","CA","68","Barbara Boxer","","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","B000993","D","624","672","93.27","NV","69","Richard H. Bryan","","https://api.propublica.org/congress/v1/members/B000993.json","",""
"","","","","G000333","R","600","672","93.31","WA","70","Slade Gorton","","https://api.propublica.org/congress/v1/members/G000333.json","",""
"","","","","M000702","D","617","672","93.48","MD","71","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","J000177","D","626","672","93.57","SD","72","Tim Johnson","","https://api.propublica.org/congress/v1/members/J000177.json","",""
"","","","","G000367","R","603","672","93.63","MN","73","Rod Grams","","https://api.propublica.org/congress/v1/members/G000367.json","",""
"","","","","H000206","D","618","672","93.64","IA","74","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","L000123","D","608","672","93.68","NJ","75","Frank R. Lautenberg","","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","R000122","D","626","672","93.85","RI","76","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","B000953","R","624","672","94.12","KS","77","Sam Brownback","","https://api.propublica.org/congress/v1/members/B000953.json","",""
"","","","","W000779","D","631","672","94.18","OR","78","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","H000338","R","616","672","94.19","UT","79","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","M000019","R","603","672","94.22","FL","80","Connie Mack","","https://api.propublica.org/congress/v1/members/M000019.json","",""
"","","","","S000064","D","632","672","94.47","MD","81","Paul S. Sarbanes","","https://api.propublica.org/congress/v1/members/S000064.json","",""
"","","","","M001111","D","610","672","94.57","WA","82","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","B000611","R","621","672","94.66","MO","83","Christopher S. Bond","","https://api.propublica.org/congress/v1/members/B000611.json","",""
"","","","","D000064","D","624","672","94.69","SD","84","Thomas A. Daschle","","https://api.propublica.org/congress/v1/members/D000064.json","",""
"","","","","B000382","R","630","672","94.88","UT","85","Robert F. Bennett","","https://api.propublica.org/congress/v1/members/B000382.json","",""
"","","","","C000858","R","636","672","94.93","ID","86","Larry E. Craig","","https://api.propublica.org/congress/v1/members/C000858.json","",""
"","","","","R000307","R","637","672","95.07","KS","87","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","K000105","D","589","672","95.15","MA","88","Edward M. Kennedy","","https://api.propublica.org/congress/v1/members/K000105.json","",""
"","","","","M000355","R","635","672","95.35","KY","89","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","D000407","R","617","672","95.36","NM","90","Pete V. Domenici","","https://api.propublica.org/congress/v1/members/D000407.json","",""
"","","","","R000361","D","624","672","95.41","WV","91","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","S000148","D","635","672","95.49","NY","92","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","D000563","D","637","672","95.65","IL","93","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","C000567","R","638","672","95.8","MS","94","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","F000439","R","634","672","95.92","TN","95","William H. Frist","","https://api.propublica.org/congress/v1/members/F000439.json","",""
"","","","","C000813","R","547","589","95.96","GA","96","Paul Coverdell","Died, 7/18/2000","https://api.propublica.org/congress/v1/members/C000813.json","",""
"","","","","K000148","D","627","672","96.02","MA","97","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
"","","","","A000069","D","617","672","96.11","HI","98","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
"","","","","M001085","R","618","672","96.11","AK","99","Frank H. Murkowski","","https://api.propublica.org/congress/v1/members/M001085.json","",""
"","","","","C000880","R","623","672","96.14","ID","100","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","L000261","D","645","672","96.41","MI","101","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","L000447","R","646","672","96.42","MS","102","Trent Lott","","https://api.propublica.org/congress/v1/members/L000447.json","",""
