"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","N000171","D","421","550","78.11","GA","17","Samuel Augustus Nunn","","https://api.propublica.org/congress/v1/members/N000171.json","",""
"","","","","D000018","R","420","550","78.21","NY","18","Alfonse M. D'Amato","","https://api.propublica.org/congress/v1/members/D000018.json","",""
"","","","","D000366","D","394","550","78.49","IL","19","Alan John Dixon","","https://api.propublica.org/congress/v1/members/D000366.json","",""
"","","","","R000497","R","422","550","78.58","NH","20","Warren Bruce Rudman","","https://api.propublica.org/congress/v1/members/R000497.json","",""
"","","","","F000268","D","432","550","78.98","KY","21","Wendell H. Ford","","https://api.propublica.org/congress/v1/members/F000268.json","",""
"","","","","H000463","R","327","550","79.18","NC","22","Jesse Helms","","https://api.propublica.org/congress/v1/members/H000463.json","",""
"","","","","R000460","R","407","550","79.18","DE","23","William V. Roth Jr.","","https://api.propublica.org/congress/v1/members/R000460.json","",""
"","","","","E000284","D","433","550","79.45","NE","24","J. James Exon","","https://api.propublica.org/congress/v1/members/E000284.json","",""
"","","","","B001210","D","437","550","79.45","WV","25","Robert C. Byrd","","https://api.propublica.org/congress/v1/members/B001210.json","",""
"","","","","H000456","R","33","41","80.49","PA","26","Henry John Heinz","","https://api.propublica.org/congress/v1/members/H000456.json","",""
"","","","","R000295","D","443","550","80.55","VA","27","Charles S. Robb","","https://api.propublica.org/congress/v1/members/R000295.json","",""
"","","","","G000352","D","439","550","80.7","FL","28","Bob Graham","","https://api.propublica.org/congress/v1/members/G000352.json","",""
"","","","","K000019","R","426","550","80.99","WI","29","Robert Walter Kasten","","https://api.propublica.org/congress/v1/members/K000019.json","",""
"","","","","K000017","R","436","550","81.04","KS","30","Nancy Landon Kassebaum","","https://api.propublica.org/congress/v1/members/K000017.json","",""
"","","","","B000401","D","422","550","81.15","TX","31","Lloyd Millard Bentsen","","https://api.propublica.org/congress/v1/members/B000401.json","",""
"","","","","K000305","D","447","550","81.57","WI","32","Herb Kohl","","https://api.propublica.org/congress/v1/members/K000305.json","",""
"","","","","W000092","R","426","550","81.61","WY","33","Malcolm Wallop","","https://api.propublica.org/congress/v1/members/W000092.json","",""
"","","","","R000146","D","443","550","81.73","NV","34","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","B000468","D","432","550","81.97","NM","35","Jeff Bingaman","","https://api.propublica.org/congress/v1/members/B000468.json","",""
"","","","","B000919","R","444","550","82.07","CO","36","Hank Brown","","https://api.propublica.org/congress/v1/members/B000919.json","",""
"","","","","F000329","D","440","550","82.09","GA","37","Wyche Fowler","","https://api.propublica.org/congress/v1/members/F000329.json","",""
"","","","","D000030","R","432","550","82.13","MO","38","John Claggett Danforth","","https://api.propublica.org/congress/v1/members/D000030.json","",""
"","","","","P000556","D","311","550","82.28","AR","39","David Hampton Pryor","","https://api.propublica.org/congress/v1/members/P000556.json","",""
"","","","","B000993","D","454","550","82.7","NV","40","Richard H. Bryan","","https://api.propublica.org/congress/v1/members/B000993.json","",""
"","","","","B001057","D","446","550","82.75","AR","41","Dale Bumpers","","https://api.propublica.org/congress/v1/members/B001057.json","",""
"","","","","S001138","R","437","550","83.08","ID","42","Steven Douglas Symms","","https://api.propublica.org/congress/v1/members/S001138.json","",""
"","","","","W000647","D","401","550","83.37","CO","43","Timothy E. Wirth","","https://api.propublica.org/congress/v1/members/W000647.json","",""
"","","","","B001225","D","428","550","83.76","NJ","44","William Warren Bradley","","https://api.propublica.org/congress/v1/members/B001225.json","",""
"","","","","S000888","R","450","550","83.96","AK","45","Ted F. Stevens","","https://api.propublica.org/congress/v1/members/S000888.json","",""
"","","","","L000304","D","458","550","84.19","CT","46","Joseph I. Lieberman","","https://api.propublica.org/congress/v1/members/L000304.json","",""
"","","","","C000858","R","459","550","84.38","ID","47","Larry E. Craig","","https://api.propublica.org/congress/v1/members/C000858.json","",""
"","","","","M000678","D","455","550","84.42","OH","48","Howard Morton Metzenbaum","","https://api.propublica.org/congress/v1/members/M000678.json","",""
"","","","","M000019","R","459","550","84.69","FL","49","Connie Mack","","https://api.propublica.org/congress/v1/members/M000019.json","",""
"","","","","S000055","D","427","550","84.72","NC","50","James Terry Sanford","","https://api.propublica.org/congress/v1/members/S000055.json","",""
"","","","","G000386","R","467","550","84.91","IA","51","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","G000236","D","457","550","84.94","OH","52","John H. Glenn Jr.","","https://api.propublica.org/congress/v1/members/G000236.json","",""
"","","","","W000288","D","453","550","85.15","MN","53","Paul D. Wellstone","","https://api.propublica.org/congress/v1/members/W000288.json","",""
"","","","","S000423","D","463","550","85.27","IL","54","Paul Martin Simon","","https://api.propublica.org/congress/v1/members/S000423.json","",""
"","","","","D000388","D","468","550","85.4","CT","55","Christopher J. Dodd","","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","G000333","R","466","550","85.5","WA","56","Slade Gorton","","https://api.propublica.org/congress/v1/members/G000333.json","",""
"","","","","B000611","R","443","550","85.85","MO","57","Christopher S. Bond","","https://api.propublica.org/congress/v1/members/B000611.json","",""
"","","","","S000269","R","426","550","85.89","CA","58","John Seymour","replaced Pete Wilson","https://api.propublica.org/congress/v1/members/S000269.json","",""
"","","","","P000193","D","461","550","86.01","RI","59","Claiborne de Borda Pell","","https://api.propublica.org/congress/v1/members/P000193.json","",""
"","","","","M000303","R","464","550","86.09","AZ","60","John McCain","","https://api.propublica.org/congress/v1/members/M000303.json","",""
"","","","","B000243","D","471","550","86.11","MT","61","Max Baucus","","https://api.propublica.org/congress/v1/members/B000243.json","",""
"","","","","B001076","D","50","63","86.21","ND","62","Jocelyn Birch Burdick","","https://api.propublica.org/congress/v1/members/B001076.json","",""
"","","","","L000123","D","475","550","86.36","NJ","63","Frank R. Lautenberg","","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","C000877","D","412","550","86.37","CA","64","Alan Cranston","","https://api.propublica.org/congress/v1/members/C000877.json","",""
"","","","","C000542","R","472","550","86.45","IN","65","Daniel Coats","","https://api.propublica.org/congress/v1/members/C000542.json","",""
"","","","","S000068","D","474","550","86.5","TN","66","James Ralph Sasser","","https://api.propublica.org/congress/v1/members/S000068.json","",""
"","","","","K000146","D","385","550","86.52","NE","67","J. Robert Kerrey","","https://api.propublica.org/congress/v1/members/K000146.json","",""
"","","","","I000025","D","447","550","86.63","HI","68","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","N000102","R","461","550","86.65","OK","69","Don Nickles","","https://api.propublica.org/congress/v1/members/N000102.json","",""
"","","","","P000513","R","476","550","86.7","SD","70","Larry Lee Pressler","","https://api.propublica.org/congress/v1/members/P000513.json","",""
"","","","","D000064","D","477","550","87.04","SD","71","Thomas A. Daschle","","https://api.propublica.org/congress/v1/members/D000064.json","",""
"","","","","W000154","R","469","550","87.17","VA","72","John W. Warner","","https://api.propublica.org/congress/v1/members/W000154.json","",""
"","","","","L000504","R","468","550","87.31","IN","73","Richard G. Lugar","","https://api.propublica.org/congress/v1/members/L000504.json","",""
"","","","","M001054","D","480","550","87.43","NY","74","Daniel Patrick Moynihan","","https://api.propublica.org/congress/v1/members/M001054.json","",""
"","","","","G000072","R","444","550","87.75","UT","75","Edwin Jacob Garn","","https://api.propublica.org/congress/v1/members/G000072.json","",""
"","","","","L000447","R","475","550","87.8","MS","76","Trent Lott","","https://api.propublica.org/congress/v1/members/L000447.json","",""
"","","","","G000365","R","461","550","87.81","TX","77","Phil Gramm","","https://api.propublica.org/congress/v1/members/G000365.json","",""
"","","","","L000174","D","469","550","87.83","VT","78","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","G000321","D","379","550","87.94","TN","79","Albert Arnold Gore","","https://api.propublica.org/congress/v1/members/G000321.json","",""
"","","","","B001077","D","373","469","87.97","ND","80","Quentin Northrup Burdick","","https://api.propublica.org/congress/v1/members/B001077.json","",""
"","","","","B000444","D","466","550","88.09","DE","81","Joseph R. Biden Jr.","","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","L000261","D","481","550","88.1","MI","82","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","H000206","D","364","550","88.56","IA","83","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","K000148","D","486","550","88.69","MA","84","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
"","","","","R000249","D","473","550","88.74","MI","85","Donald Wayne Riegle","","https://api.propublica.org/congress/v1/members/R000249.json","",""
"","","","","A000069","D","485","550","88.83","HI","86","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
"","","","","M001085","R","471","550","89.37","AK","87","Frank H. Murkowski","","https://api.propublica.org/congress/v1/members/M001085.json","",""
"","","","","W000665","D","422","496","89.41","PA","88","Harris Wofford","","https://api.propublica.org/congress/v1/members/W000665.json","",""
"","","","","M000702","D","483","550","89.44","MD","89","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","S000064","D","492","550","89.45","MD","90","Paul S. Sarbanes","","https://api.propublica.org/congress/v1/members/S000064.json","",""
"","","","","R000361","D","485","550","89.48","WV","91","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","K000105","D","486","550","89.5","MA","92","Edward M. Kennedy","","https://api.propublica.org/congress/v1/members/K000105.json","",""
"","","","","D000401","R","492","550","89.62","KS","93","Robert Joseph Dole","","https://api.propublica.org/congress/v1/members/D000401.json","",""
"","","","","B001126","R","492","550","89.62","MT","94","Conrad Burns","","https://api.propublica.org/congress/v1/members/B001126.json","",""
"","","","","M000811","D","494","550","89.82","ME","95","George John Mitchell","","https://api.propublica.org/congress/v1/members/M000811.json","",""
"","","","","A000031","D","492","550","89.95","WA","96","Brockman Adams","","https://api.propublica.org/congress/v1/members/A000031.json","",""
"","","","","D000407","R","488","550","90.2","NM","97","Pete V. Domenici","","https://api.propublica.org/congress/v1/members/D000407.json","",""
"","","","","S000429","R","491","550","90.59","WY","98","Alan Kooi Simpson","","https://api.propublica.org/congress/v1/members/S000429.json","",""
"","","","","T000254","R","496","550","90.68","SC","99","Strom Thurmond","","https://api.propublica.org/congress/v1/members/T000254.json","",""
"","","","","C000567","R","492","550","90.77","MS","100","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","H000338","R","469","550","90.89","UT","101","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","M000355","R","499","550","91.22","KY","102","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
