"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","G000333","R","525","612","86.07","WA","26","Slade Gorton","","https://api.propublica.org/congress/v1/members/G000333.json","",""
"","","","","T000457","R","529","612","86.44","TN","27","Fred Thompson","","https://api.propublica.org/congress/v1/members/T000457.json","",""
"","","","","W000779","D","515","612","86.55","OR","28","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","L000504","R","531","612","86.76","IN","29","Richard G. Lugar","","https://api.propublica.org/congress/v1/members/L000504.json","",""
"","","","","C000542","R","512","612","86.78","IN","30","Daniel Coats","","https://api.propublica.org/congress/v1/members/C000542.json","",""
"","","","","C000705","D","527","612","86.82","ND","31","Kent Conrad","","https://api.propublica.org/congress/v1/members/C000705.json","",""
"","","","","K000146","D","526","612","86.94","NE","32","J. Robert Kerrey","","https://api.propublica.org/congress/v1/members/K000146.json","",""
"","","","","B000444","D","512","612","87.22","DE","33","Joseph R. Biden Jr.","","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","S000606","R","533","612","87.52","NH","34","Bob Smith","","https://api.propublica.org/congress/v1/members/S000606.json","",""
"","","","","C001034","D","535","612","87.56","GA","35","Max Cleland","","https://api.propublica.org/congress/v1/members/C001034.json","",""
"","","","","B001057","D","531","612","87.62","AR","36","Dale Bumpers","","https://api.propublica.org/congress/v1/members/B001057.json","",""
"","","","","K000352","R","520","612","87.69","AZ","37","Jon Kyl","","https://api.propublica.org/congress/v1/members/K000352.json","",""
"","","","","D000294","R","537","612","87.75","OH","38","Michael DeWine","","https://api.propublica.org/congress/v1/members/D000294.json","",""
"","","","","A000356","R","535","612","87.85","MO","39","John Ashcroft","","https://api.propublica.org/congress/v1/members/A000356.json","",""
"","","","","D000432","D","532","612","87.93","ND","40","Byron L. Dorgan","","https://api.propublica.org/congress/v1/members/D000432.json","",""
"","","","","T000317","D","533","612","87.95","NJ","41","Robert G. Torricelli","","https://api.propublica.org/congress/v1/members/T000317.json","",""
"","","","","C000567","R","537","612","88.03","MS","42","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","M001025","D","515","612","88.03","IL","43","Carol Moseley-Braun","","https://api.propublica.org/congress/v1/members/M001025.json","",""
"","","","","L000174","D","531","612","88.21","VT","44","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","L000550","D","533","612","88.25","LA","45","Mary L. Landrieu","","https://api.propublica.org/congress/v1/members/L000550.json","",""
"","","","","H000463","R","474","612","88.43","NC","46","Jesse Helms","","https://api.propublica.org/congress/v1/members/H000463.json","",""
"","","","","W000154","R","530","612","88.48","VA","47","John W. Warner","","https://api.propublica.org/congress/v1/members/W000154.json","",""
"","","","","B000468","D","517","612","88.53","NM","48","Jeff Bingaman","","https://api.propublica.org/congress/v1/members/B000468.json","",""
"","","","","M000019","R","536","612","88.6","FL","49","Connie Mack","","https://api.propublica.org/congress/v1/members/M000019.json","",""
"","","","","H000206","D","518","612","88.7","IA","50","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","I000024","R","525","612","88.83","OK","51","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","G000386","R","546","612","89.22","IA","52","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","D000407","R","531","612","89.24","NM","53","Pete V. Domenici","","https://api.propublica.org/congress/v1/members/D000407.json","",""
"","","","","G000365","R","543","612","89.31","TX","54","Phil Gramm","","https://api.propublica.org/congress/v1/members/G000365.json","",""
"","","","","G000445","R","542","612","89.44","NH","55","Judd Gregg","","https://api.propublica.org/congress/v1/members/G000445.json","",""
"","","","","F000062","D","543","612","89.6","CA","56","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","S001142","R","543","612","89.6","OR","57","Gordon Harold Smith","","https://api.propublica.org/congress/v1/members/S001142.json","",""
"","","","","B000382","R","525","612","89.74","UT","58","Robert F. Bennett","","https://api.propublica.org/congress/v1/members/B000382.json","",""
"","","","","J000177","D","544","612","89.77","SD","59","Tim Johnson","","https://api.propublica.org/congress/v1/members/J000177.json","",""
"","","","","H001015","R","532","612","89.86","AR","60","Tim Hutchinson","","https://api.propublica.org/congress/v1/members/H001015.json","",""
"","","","","S000320","R","546","612","89.95","AL","61","Richard C. Shelby","","https://api.propublica.org/congress/v1/members/S000320.json","",""
"","","","","D000388","D","549","612","90.15","CT","62","Christopher J. Dodd","","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","H001028","R","549","612","90.15","NE","63","Chuck T. Hagel","","https://api.propublica.org/congress/v1/members/H001028.json","",""
"","","","","N000102","R","551","612","90.33","OK","64","Don Nickles","","https://api.propublica.org/congress/v1/members/N000102.json","",""
"","","","","A000109","R","552","612","90.34","CO","65","Wayne A. Allard","","https://api.propublica.org/congress/v1/members/A000109.json","",""
"","","","","B000711","D","545","612","90.53","CA","66","Barbara Boxer","","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","S000059","R","549","612","90.59","PA","67","Richard J. Santorum","","https://api.propublica.org/congress/v1/members/S000059.json","",""
"","","","","R000361","D","521","612","90.61","WV","68","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","S001141","R","546","612","90.7","AL","69","Jeff Sessions","","https://api.propublica.org/congress/v1/members/S001141.json","",""
"","","","","B000611","R","547","612","90.71","MO","70","Christopher S. Bond","","https://api.propublica.org/congress/v1/members/B000611.json","",""
"","","","","D000563","D","552","612","91.09","IL","71","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","T000254","R","554","612","91.12","SC","72","Strom Thurmond","","https://api.propublica.org/congress/v1/members/T000254.json","",""
"","","","","G000236","D","484","612","91.15","OH","73","John H. Glenn Jr.","","https://api.propublica.org/congress/v1/members/G000236.json","",""
"","","","","H000338","R","553","612","91.25","UT","74","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","G000367","R","553","612","91.41","MN","75","Rod Grams","","https://api.propublica.org/congress/v1/members/G000367.json","",""
"","","","","H001016","R","545","612","91.44","TX","76","Kay Bailey Hutchison","","https://api.propublica.org/congress/v1/members/H001016.json","",""
"","","","","I000025","D","502","612","91.61","HI","77","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","M001111","D","559","612","91.64","WA","78","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","B000953","R","560","612","91.8","KS","79","Sam Brownback","","https://api.propublica.org/congress/v1/members/B000953.json","",""
"","","","","R000307","R","549","612","91.81","KS","80","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","D000064","D","553","612","91.86","SD","81","Thomas A. Daschle","","https://api.propublica.org/congress/v1/members/D000064.json","",""
"","","","","K000105","D","544","612","91.89","MA","82","Edward M. Kennedy","","https://api.propublica.org/congress/v1/members/K000105.json","",""
"","","","","A000355","R","563","612","91.99","MI","83","Spencer Abraham","","https://api.propublica.org/congress/v1/members/A000355.json","",""
"","","","","L000261","D","556","612","92.05","MI","84","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","L000123","D","561","612","92.27","NJ","85","Frank R. Lautenberg","","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","F000439","R","564","612","92.31","TN","86","William H. Frist","","https://api.propublica.org/congress/v1/members/F000439.json","",""
"","","","","C000813","R","558","612","92.38","GA","87","Paul Coverdell","","https://api.propublica.org/congress/v1/members/C000813.json","",""
"","","","","E000285","R","560","612","92.56","WY","88","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","T000162","R","566","612","92.79","WY","89","Craig Thomas","","https://api.propublica.org/congress/v1/members/T000162.json","",""
"","","","","B001126","R","554","612","92.8","MT","90","Conrad Burns","","https://api.propublica.org/congress/v1/members/B001126.json","",""
"","","","","L000447","R","568","612","92.81","MS","91","Trent Lott","","https://api.propublica.org/congress/v1/members/L000447.json","",""
"","","","","K000148","D","564","612","93.07","MA","92","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
"","","","","R000122","D","568","612","93.11","RI","93","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","M000702","D","537","612","93.23","MD","94","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","M000355","R","570","612","93.44","KY","95","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","K000088","R","566","612","93.71","ID","96","Dirk Kempthorne","","https://api.propublica.org/congress/v1/members/K000088.json","",""
"","","","","M001085","R","553","612","93.89","AK","97","Frank H. Murkowski","","https://api.propublica.org/congress/v1/members/M001085.json","",""
"","","","","S000064","D","572","612","93.92","MD","98","Paul S. Sarbanes","","https://api.propublica.org/congress/v1/members/S000064.json","",""
"","","","","C000858","R","576","612","94.12","ID","99","Larry E. Craig","","https://api.propublica.org/congress/v1/members/C000858.json","",""
"","","","","A000069","D","551","612","94.19","HI","100","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
