"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","C001071","R","550","657","85.8","TN","15","Bob Corker","","https://api.propublica.org/congress/v1/members/C001071.json","",""
"","","","","M001183","D","553","657","85.87","WV","16","Joe Manchin III","","https://api.propublica.org/congress/v1/members/M001183.json","",""
"","","","","L000577","R","545","657","85.96","UT","17","Mike Lee","","https://api.propublica.org/congress/v1/members/L000577.json","",""
"","","","","A000360","R","527","657","85.97","TN","18","Lamar Alexander","","https://api.propublica.org/congress/v1/members/A000360.json","",""
"","","","","C000560","R","453","657","86.12","OK","19","Tom Coburn","Announced that he would leave office at the end of 2014.","https://api.propublica.org/congress/v1/members/C000560.json","",""
"","","","","I000055","R","545","657","86.37","GA","20","Johnny Isakson","","https://api.propublica.org/congress/v1/members/I000055.json","",""
"","","","","S000320","R","567","657","87.5","AL","21","Richard C. Shelby","","https://api.propublica.org/congress/v1/members/S000320.json","",""
"","","","","C001098","R","537","657","87.6","TX","22","Ted Cruz","","https://api.propublica.org/congress/v1/members/C001098.json","",""
"","","","","V000127","R","520","657","87.69","LA","23","David Vitter","","https://api.propublica.org/congress/v1/members/V000127.json","",""
"","","","","P000449","R","568","657","88.47","OH","24","Rob Portman","","https://api.propublica.org/congress/v1/members/P000449.json","",""
"","","","","R000584","R","570","657","88.51","ID","25","Jim Risch","","https://api.propublica.org/congress/v1/members/R000584.json","",""
"","","","","C000567","R","484","657","88.97","MS","26","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","S001141","R","573","657","88.98","AL","27","Jeff Sessions","","https://api.propublica.org/congress/v1/members/S001141.json","",""
"","","","","B000575","R","552","657","89.32","MO","28","Roy Blunt","","https://api.propublica.org/congress/v1/members/B000575.json","",""
"","","","","C000880","R","581","657","89.38","ID","29","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","R000307","R","552","657","89.47","KS","30","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","C001056","R","571","657","89.92","TX","31","John Cornyn","","https://api.propublica.org/congress/v1/members/C001056.json","",""
"","","","","B000243","D","283","316","90.13","MT","32","Max Baucus","Announced retirement on April 23, 2013. Appointed ambassador to China and resigned on Feb. 6, 2014.","https://api.propublica.org/congress/v1/members/B000243.json","",""
"","","","","W000437","R","577","657","90.16","MS","33","Roger Wicker","","https://api.propublica.org/congress/v1/members/W000437.json","",""
"","","","","T000461","R","573","657","90.24","PA","34","Patrick J. Toomey","","https://api.propublica.org/congress/v1/members/T000461.json","",""
"","","","","C000542","R","579","657","90.33","IN","35","Daniel Coats","","https://api.propublica.org/congress/v1/members/C000542.json","",""
"","","","","S001184","R","579","657","90.61","SC","36","Tim Scott","","https://api.propublica.org/congress/v1/members/S001184.json","",""
"","","","","M000934","R","536","657","90.85","KS","37","Jerry Moran","","https://api.propublica.org/congress/v1/members/M000934.json","",""
"","","","","J000291","R","563","657","90.95","NE","38","Mike Johanns","Announced retirement on Feb. 18, 2013.","https://api.propublica.org/congress/v1/members/J000291.json","",""
"","","","","B001135","R","583","657","91.38","NC","39","Richard M. Burr","","https://api.propublica.org/congress/v1/members/B001135.json","",""
"","","","","I000024","R","531","657","91.39","OK","40","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","J000293","R","584","657","91.54","WI","41","Ron Johnson","","https://api.propublica.org/congress/v1/members/J000293.json","",""
"","","","","H001061","R","597","657","91.71","ND","42","John Hoeven","","https://api.propublica.org/congress/v1/members/H001061.json","",""
"","","","","M000355","R","600","657","91.74","KY","43","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","B001261","R","598","657","91.86","WY","44","John Barrasso","","https://api.propublica.org/congress/v1/members/B001261.json","",""
"","","","","E000285","R","598","657","91.86","WY","45","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","P000590","D","572","657","92.11","AR","46","Mark Pryor","Defeated in general election.","https://api.propublica.org/congress/v1/members/P000590.json","",""
"","","","","B001236","R","545","657","92.53","AR","47","John Boozman","","https://api.propublica.org/congress/v1/members/B001236.json","",""
"","","","","G000386","R","610","657","92.85","IA","48","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","T000250","R","615","657","94.18","SD","49","John Thune","","https://api.propublica.org/congress/v1/members/T000250.json","",""
"","","","","L000550","D","551","657","94.19","LA","50","Mary L. Landrieu","Defeated in general runoff election.","https://api.propublica.org/congress/v1/members/L000550.json","",""
"","","","","F000463","R","620","657","94.37","NE","51","Deb Fischer","","https://api.propublica.org/congress/v1/members/F000463.json","",""
"","","","","T000464","D","615","657","94.62","MT","52","Jon Tester","","https://api.propublica.org/congress/v1/members/T000464.json","",""
"","","","","D000607","D","619","657","94.65","IN","53","Joe Donnelly","","https://api.propublica.org/congress/v1/members/D000607.json","",""
"","","","","H001069","D","608","657","94.7","ND","54","Heidi Heitkamp","","https://api.propublica.org/congress/v1/members/H001069.json","",""
"","","","","H001049","D","607","657","94.84","NC","55","Kay Hagan","Defeated in general election.","https://api.propublica.org/congress/v1/members/H001049.json","",""
"","","","","S000033","I","583","657","94.95","VT","56","Bernard Sanders","","https://api.propublica.org/congress/v1/members/S000033.json","",""
"","","","","M001170","D","591","657","95.32","MO","57","Claire McCaskill","","https://api.propublica.org/congress/v1/members/M001170.json","",""
"","","","","K000383","I","622","657","95.4","ME","58","Angus King","","https://api.propublica.org/congress/v1/members/K000383.json","",""
"","","","","B001265","D","582","657","95.72","AK","59","Mark Begich","Defeated by Dan Sullivan.","https://api.propublica.org/congress/v1/members/B001265.json","",""
"","","","","R000146","D","621","657","95.83","NV","60","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","C001099","D","148","160","96.1","MA","61","William Cowan","Appointed to Senate on Feb. 1, 2013, to replace John Kerry. Replaced by Edward J. Markey on July 16, 2013.","https://api.propublica.org/congress/v1/members/C001099.json","",""
"","","","","M001176","D","627","657","96.61","OR","62","Jeff Merkley","","https://api.propublica.org/congress/v1/members/M001176.json","",""
"","","","","W000805","D","621","657","96.73","VA","63","Mark Warner","","https://api.propublica.org/congress/v1/members/W000805.json","",""
"","","","","W000779","D","637","657","96.96","OR","64","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","L000123","D","32","139","96.97","NJ","65","Frank R. Lautenberg","Died on June 3, 2013.","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","C000174","D","638","657","97.4","DE","66","Thomas R. Carper","","https://api.propublica.org/congress/v1/members/C000174.json","",""
"","","","","S001181","D","634","657","97.54","NH","67","Jeanne Shaheen","","https://api.propublica.org/congress/v1/members/S001181.json","",""
"","","","","W000818","D","331","340","97.64","MT","68","John Walsh","Appointed to replace Max S. Baucus; sworn in on Feb. 11, 2014.","https://api.propublica.org/congress/v1/members/W000818.json","",""
"","","","","C001070","D","622","657","97.65","PA","69","Bob Casey","","https://api.propublica.org/congress/v1/members/C001070.json","",""
"","","","","W000817","D","630","657","97.67","MA","70","Elizabeth Warren","","https://api.propublica.org/congress/v1/members/W000817.json","",""
"","","","","B000944","D","633","657","97.84","OH","71","Sherrod Brown","","https://api.propublica.org/congress/v1/members/B000944.json","",""
"","","","","K000384","D","634","657","97.84","VA","72","Tim Kaine","","https://api.propublica.org/congress/v1/members/K000384.json","",""
"","","","","B001267","D","635","657","97.84","CO","73","Michael Bennet","","https://api.propublica.org/congress/v1/members/B001267.json","",""
"","","","","R000122","D","639","657","97.86","RI","74","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","L000261","D","630","657","97.98","MI","75","Carl Levin","Announced retirement on March 7, 2013.","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","W000802","D","636","657","98.0","RI","76","Sheldon Whitehouse","","https://api.propublica.org/congress/v1/members/W000802.json","",""
"","","","","G000555","D","636","657","98.0","NY","77","Kirsten E. Gillibrand","","https://api.propublica.org/congress/v1/members/G000555.json","",""
"","","","","M001169","D","640","657","98.01","CT","78","Christopher S. Murphy","","https://api.propublica.org/congress/v1/members/M001169.json","",""
"","","","","H001046","D","640","657","98.01","NM","79","Martin Heinrich","","https://api.propublica.org/congress/v1/members/H001046.json","",""
"","","","","B000711","D","601","657","98.04","CA","80","Barbara Boxer","","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","L000174","D","638","657","98.15","VT","81","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","U000039","D","643","657","98.17","NM","82","Tom Udall","","https://api.propublica.org/congress/v1/members/U000039.json","",""
"","","","","C001088","D","633","657","98.29","DE","83","Christopher A. Coons","","https://api.propublica.org/congress/v1/members/C001088.json","",""
"","","","","H001042","D","645","657","98.32","HI","84","Mazie K. Hirono","","https://api.propublica.org/congress/v1/members/H001042.json","",""
"","","","","U000038","D","610","657","98.39","CO","85","Mark Udall","Defeated in general election.","https://api.propublica.org/congress/v1/members/U000038.json","",""
"","","","","R000361","D","566","657","98.43","WV","86","John D. Rockefeller IV","Announced retirement on Jan. 11, 2013.","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","J000177","D","643","657","98.47","SD","87","Tim Johnson","Announced retirement on March 26, 2013.","https://api.propublica.org/congress/v1/members/J000177.json","",""
"","","","","M000133","D","466","485","98.52","MA","88","Edward J. Markey","","https://api.propublica.org/congress/v1/members/M000133.json","",""
"","","","","N000032","D","629","657","98.59","FL","89","Bill Nelson","","https://api.propublica.org/congress/v1/members/N000032.json","",""
"","","","","M000639","D","640","657","98.61","NJ","90","Robert Menendez","","https://api.propublica.org/congress/v1/members/M000639.json","",""
"","","","","K000367","D","643","657","98.62","MN","91","Amy Klobuchar","","https://api.propublica.org/congress/v1/members/K000367.json","",""
"","","","","B001230","D","645","657","98.62","WI","92","Tammy Baldwin","","https://api.propublica.org/congress/v1/members/B001230.json","",""
"","","","","B001277","D","646","657","98.63","CT","93","Richard Blumenthal","","https://api.propublica.org/congress/v1/members/B001277.json","",""
"","","","","F000062","D","619","657","98.72","CA","94","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","H000206","D","620","657","98.73","IA","95","Tom Harkin","Announced retirement on Jan. 26, 2013.","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","B001288","D","415","432","98.81","NJ","96","Cory Booker","","https://api.propublica.org/congress/v1/members/B001288.json","",""
"","","","","D000563","D","648","657","98.93","IL","97","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","S000148","D","649","657","98.93","NY","98","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","M000702","D","624","657","99.21","MD","99","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","M001111","D","635","657","99.22","WA","100","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","S000770","D","641","657","99.23","MI","101","Debbie Stabenow","","https://api.propublica.org/congress/v1/members/S000770.json","",""
"","","","","F000457","D","649","657","99.24","MN","102","Al Franken","","https://api.propublica.org/congress/v1/members/F000457.json","",""
"","","","","C000127","D","649","657","99.24","WA","103","Maria Cantwell","","https://api.propublica.org/congress/v1/members/C000127.json","",""
"","","","","C000141","D","649","657","99.24","MD","104","Benjamin L. Cardin","","https://api.propublica.org/congress/v1/members/C000141.json","",""
"","","","","S001194","D","603","657","99.34","HI","105","Brian Schatz","","https://api.propublica.org/congress/v1/members/S001194.json","",""
