"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","W000805","D","413","502","88.63","VA","26","Mark Warner","","https://api.propublica.org/congress/v1/members/W000805.json","",""
"","","","","P000612","R","439","502","88.87","GA","27","David Perdue","","https://api.propublica.org/congress/v1/members/P000612.json","",""
"","","","","R000584","R","443","502","88.96","ID","28","Jim Risch","","https://api.propublica.org/congress/v1/members/R000584.json","",""
"","","","","S000033","I","320","502","89.14","VT","29","Bernard Sanders","","https://api.propublica.org/congress/v1/members/S000033.json","",""
"","","","","C000880","R","438","502","89.21","ID","30","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","T000464","D","447","502","89.22","MT","31","Jon Tester","","https://api.propublica.org/congress/v1/members/T000464.json","",""
"","","","","D000618","R","448","502","89.24","MT","32","Steve Daines","","https://api.propublica.org/congress/v1/members/D000618.json","",""
"","","","","R000595","R","308","502","89.28","FL","33","Marco Rubio","Unsuccessfully sought Republican nomination for president","https://api.propublica.org/congress/v1/members/R000595.json","",""
"","","","","S001184","R","439","502","89.41","SC","34","Tim Scott","","https://api.propublica.org/congress/v1/members/S001184.json","",""
"","","","","C000174","D","438","502","89.57","DE","35","Thomas R. Carper","","https://api.propublica.org/congress/v1/members/C000174.json","",""
"","","","","G000562","R","440","502","89.61","CO","36","Cory Gardner","","https://api.propublica.org/congress/v1/members/G000562.json","",""
"","","","","M000303","R","438","502","89.75","AZ","37","John McCain","","https://api.propublica.org/congress/v1/members/M000303.json","",""
"","","","","C000567","R","444","502","89.88","MS","38","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","T000461","R","417","502","90.26","PA","39","Patrick J. Toomey","","https://api.propublica.org/congress/v1/members/T000461.json","",""
"","","","","B001267","D","454","502","90.44","CO","40","Michael Bennet","","https://api.propublica.org/congress/v1/members/B001267.json","",""
"","","","","V000127","R","386","502","90.61","LA","41","David Vitter","Announced retirement on Nov. 21, 2015","https://api.propublica.org/congress/v1/members/V000127.json","",""
"","","","","C000542","R","442","502","90.76","IN","42","Daniel Coats","Announced retirement on March 24, 2015","https://api.propublica.org/congress/v1/members/C000542.json","",""
"","","","","H000338","R","453","502","90.78","UT","43","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","B000575","R","436","502","90.83","MO","44","Roy Blunt","","https://api.propublica.org/congress/v1/members/B000575.json","",""
"","","","","C001095","R","444","502","90.98","AR","45","Tom Cotton","","https://api.propublica.org/congress/v1/members/C001095.json","",""
"","","","","S001198","R","443","502","91.15","AK","46","Dan Sullivan","","https://api.propublica.org/congress/v1/members/S001198.json","",""
"","","","","K000384","D","445","502","91.56","VA","47","Tim Kaine","","https://api.propublica.org/congress/v1/members/K000384.json","",""
"","","","","R000605","R","454","502","91.72","SD","48","Mike Rounds","","https://api.propublica.org/congress/v1/members/R000605.json","",""
"","","","","W000779","D","455","502","91.73","OR","49","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","C001070","D","456","502","91.75","PA","50","Bob Casey","","https://api.propublica.org/congress/v1/members/C001070.json","",""
"","","","","B001135","R","458","502","91.78","NC","51","Richard M. Burr","","https://api.propublica.org/congress/v1/members/B001135.json","",""
"","","","","W000817","D","461","502","91.83","MA","52","Elizabeth Warren","","https://api.propublica.org/congress/v1/members/W000817.json","",""
"","","","","E000285","R","446","502","91.96","WY","53","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","T000476","R","459","502","91.98","NC","54","Thom Tillis","","https://api.propublica.org/congress/v1/members/T000476.json","",""
"","","","","M001176","D","458","502","92.15","OR","55","Jeff Merkley","","https://api.propublica.org/congress/v1/members/M001176.json","",""
"","","","","H001061","R","458","502","92.34","ND","56","John Hoeven","","https://api.propublica.org/congress/v1/members/H001061.json","",""
"","","","","N000032","D","434","502","92.34","FL","57","Bill Nelson","","https://api.propublica.org/congress/v1/members/N000032.json","",""
"","","","","G000386","R","464","502","92.43","IA","58","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","F000062","D","452","502","92.43","CA","59","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","C001056","R","456","502","92.49","TX","60","John Cornyn","","https://api.propublica.org/congress/v1/members/C001056.json","",""
"","","","","M000639","D","456","502","92.49","NJ","61","Robert Menendez","","https://api.propublica.org/congress/v1/members/M000639.json","",""
"","","","","J000293","R","450","502","92.59","WI","62","Ron Johnson","","https://api.propublica.org/congress/v1/members/J000293.json","",""
"","","","","M000133","D","458","502","92.71","MA","63","Edward J. Markey","","https://api.propublica.org/congress/v1/members/M000133.json","",""
"","","","","I000055","R","460","502","92.74","GA","64","Johnny Isakson","","https://api.propublica.org/congress/v1/members/I000055.json","",""
"","","","","C001075","R","461","502","92.94","LA","65","Bill Cassidy","","https://api.propublica.org/congress/v1/members/C001075.json","",""
"","","","","T000250","R","463","502","92.97","SD","66","John Thune","","https://api.propublica.org/congress/v1/members/T000250.json","",""
"","","","","B001261","R","467","502","93.21","WY","67","John Barrasso","","https://api.propublica.org/congress/v1/members/B001261.json","",""
"","","","","I000024","R","456","502","93.25","OK","68","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","E000295","R","469","502","93.43","IA","69","Joni Ernst","","https://api.propublica.org/congress/v1/members/E000295.json","",""
"","","","","W000437","R","459","502","93.48","MS","70","Roger Wicker","","https://api.propublica.org/congress/v1/members/W000437.json","",""
"","","","","B000944","D","459","502","93.48","OH","71","Sherrod Brown","","https://api.propublica.org/congress/v1/members/B000944.json","",""
"","","","","B000711","D","407","502","93.56","CA","72","Barbara Boxer","Announced retirement on Jan. 8, 2015","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","B001236","R","466","502","93.57","AR","73","John Boozman","","https://api.propublica.org/congress/v1/members/B001236.json","",""
"","","","","C000127","D","470","502","93.63","WA","74","Maria Cantwell","","https://api.propublica.org/congress/v1/members/C000127.json","",""
"","","","","M001111","D","465","502","93.75","WA","75","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","S001181","D","467","502","93.78","NH","76","Jeanne Shaheen","","https://api.propublica.org/congress/v1/members/S001181.json","",""
"","","","","G000555","D","470","502","94.0","NY","77","Kirsten E. Gillibrand","","https://api.propublica.org/congress/v1/members/G000555.json","",""
"","","","","R000307","R","462","502","94.09","KS","78","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","R000146","D","415","502","94.1","NV","79","Harry Reid","Announced retirement on March 27, 2015","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","K000367","D","465","502","94.13","MN","80","Amy Klobuchar","","https://api.propublica.org/congress/v1/members/K000367.json","",""
"","","","","S000770","D","466","502","94.33","MI","81","Debbie Stabenow","","https://api.propublica.org/congress/v1/members/S000770.json","",""
"","","","","B001230","D","474","502","94.42","WI","82","Tammy Baldwin","","https://api.propublica.org/congress/v1/members/B001230.json","",""
"","","","","F000463","R","474","502","94.42","NE","83","Deb Fischer","","https://api.propublica.org/congress/v1/members/F000463.json","",""
"","","","","U000039","D","471","502","94.58","NM","84","Tom Udall","","https://api.propublica.org/congress/v1/members/U000039.json","",""
"","","","","H001046","D","472","502","94.59","NM","85","Martin Heinrich","","https://api.propublica.org/congress/v1/members/H001046.json","",""
"","","","","B001288","D","468","502","94.74","NJ","86","Cory Booker","","https://api.propublica.org/congress/v1/members/B001288.json","",""
"","","","","W000802","D","475","502","94.81","RI","87","Sheldon Whitehouse","","https://api.propublica.org/congress/v1/members/W000802.json","",""
"","","","","F000457","D","463","502","94.88","MN","88","Al Franken","","https://api.propublica.org/congress/v1/members/F000457.json","",""
"","","","","M001169","D","474","502","94.99","CT","89","Christopher S. Murphy","","https://api.propublica.org/congress/v1/members/M001169.json","",""
"","","","","L000174","D","471","502","95.34","VT","90","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","P000595","D","472","502","95.35","MI","91","Gary Peters","","https://api.propublica.org/congress/v1/members/P000595.json","",""
"","","","","S000148","D","477","502","95.4","NY","92","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","C001088","D","462","502","95.45","DE","93","Christopher A. Coons","","https://api.propublica.org/congress/v1/members/C001088.json","",""
"","","","","S001194","D","477","502","95.59","HI","94","Brian Schatz","","https://api.propublica.org/congress/v1/members/S001194.json","",""
"","","","","M000702","D","455","502","95.79","MD","95","Barbara A. Mikulski","Announced retirement on March 2, 2015","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","C000141","D","481","502","95.82","MD","96","Benjamin L. Cardin","","https://api.propublica.org/congress/v1/members/C000141.json","",""
"","","","","R000122","D","481","502","95.82","RI","97","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","D000563","D","471","502","95.93","IL","98","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","B001277","D","481","502","96.2","CT","99","Richard Blumenthal","","https://api.propublica.org/congress/v1/members/B001277.json","",""
"","","","","H001042","D","483","502","96.41","HI","100","Mazie K. Hirono","","https://api.propublica.org/congress/v1/members/H001042.json","",""
