"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","G000359","R","608","677","92.26","SC","51","Lindsey Graham","","https://api.propublica.org/congress/v1/members/G000359.json","",""
"","","","","N000032","D","612","677","92.31","FL","52","Bill Nelson","","https://api.propublica.org/congress/v1/members/N000032.json","",""
"","","","","V000127","R","590","677","92.33","LA","53","David Vitter","","https://api.propublica.org/congress/v1/members/V000127.json","",""
"","","","","B000243","D","623","677","92.71","MT","54","Max Baucus","","https://api.propublica.org/congress/v1/members/B000243.json","",""
"","","","","C000880","R","619","677","92.8","ID","55","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","B001135","R","612","677","92.87","NC","56","Richard M. Burr","","https://api.propublica.org/congress/v1/members/B001135.json","",""
"","","","","E000285","R","617","677","92.92","WY","57","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","M000303","R","619","677","92.94","AZ","58","John McCain","","https://api.propublica.org/congress/v1/members/M000303.json","",""
"","","","","M000355","R","629","677","93.05","KY","59","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","C000127","D","628","677","93.31","WA","60","Maria Cantwell","","https://api.propublica.org/congress/v1/members/C000127.json","",""
"","","","","B001265","D","615","677","93.32","AK","61","Mark Begich","","https://api.propublica.org/congress/v1/members/B001265.json","",""
"","","","","S000033","I","625","677","93.56","VT","62","Bernard Sanders","","https://api.propublica.org/congress/v1/members/S000033.json","",""
"","","","","R000584","R","629","677","93.6","ID","63","Jim Risch","","https://api.propublica.org/congress/v1/members/R000584.json","",""
"","","","","B001261","R","634","677","93.65","WY","64","John Barrasso","","https://api.propublica.org/congress/v1/members/B001261.json","",""
"","","","","C001056","R","620","677","93.66","TX","65","John Cornyn","","https://api.propublica.org/congress/v1/members/C001056.json","",""
"","","","","C000174","D","629","677","93.74","DE","66","Thomas R. Carper","","https://api.propublica.org/congress/v1/members/C000174.json","",""
"","","","","I000055","R","571","677","94.07","GA","67","Johnny Isakson","","https://api.propublica.org/congress/v1/members/I000055.json","",""
"","","","","B000468","D","636","677","94.08","NM","68","Jeff Bingaman","","https://api.propublica.org/congress/v1/members/B000468.json","",""
"","","","","C000286","R","609","677","94.42","GA","69","Saxby Chambliss","","https://api.propublica.org/congress/v1/members/C000286.json","",""
"","","","","K000305","D","637","677","94.51","WI","70","Herb Kohl","","https://api.propublica.org/congress/v1/members/K000305.json","",""
"","","","","S001181","D","631","677","94.6","NH","71","Jeanne Shaheen","","https://api.propublica.org/congress/v1/members/S001181.json","",""
"","","","","T000250","R","636","677","94.64","SD","72","John Thune","","https://api.propublica.org/congress/v1/members/T000250.json","",""
"","","","","R000146","D","641","677","94.68","NV","73","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","M001176","D","641","677","95.25","OR","74","Jeff Merkley","","https://api.propublica.org/congress/v1/members/M001176.json","",""
"","","","","H000206","D","637","677","95.36","IA","75","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","S000709","D","456","505","95.4","PA","76","Arlen Specter","changed to Democratic Party","https://api.propublica.org/congress/v1/members/S000709.json","",""
"","","","","J000177","D","634","677","95.92","SD","77","Tim Johnson","","https://api.propublica.org/congress/v1/members/J000177.json","",""
"","","","","W000779","D","640","677","95.95","OR","78","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","U000039","D","644","677","95.98","NM","79","Tom Udall","","https://api.propublica.org/congress/v1/members/U000039.json","",""
"","","","","C001070","D","650","677","96.15","PA","80","Bob Casey","","https://api.propublica.org/congress/v1/members/C001070.json","",""
"","","","","B000711","D","642","677","96.25","CA","81","Barbara Boxer","","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","F000062","D","650","677","96.3","CA","82","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","M001111","D","639","677","96.38","WA","83","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","A000069","D","652","677","96.45","HI","84","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
"","","","","F000457","D","444","460","96.52","MN","85","Al Franken","","https://api.propublica.org/congress/v1/members/F000457.json","",""
"","","","","K000373","D","611","639","96.52","DE","86","Edward E. Kaufman","appointed to replace Biden","https://api.propublica.org/congress/v1/members/K000373.json","",""
"","","","","W000802","D","641","677","96.54","RI","87","Sheldon Whitehouse","","https://api.propublica.org/congress/v1/members/W000802.json","",""
"","","","","L000261","D","653","677","96.6","MI","88","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","M000639","D","645","677","96.7","NJ","89","Robert Menendez","","https://api.propublica.org/congress/v1/members/M000639.json","",""
"","","","","L000174","D","644","677","96.84","VT","90","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","B000944","D","648","677","96.86","OH","91","Sherrod Brown","","https://api.propublica.org/congress/v1/members/B000944.json","",""
"","","","","R000122","D","652","677","97.02","RI","92","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","R000361","D","588","677","97.03","WV","93","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","D000388","D","638","677","97.11","CT","94","Christopher J. Dodd","Announced retirement at end of 111th Congress.","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","K000148","D","642","677","97.13","MA","95","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
"","","","","I000025","D","650","677","97.16","HI","96","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","G000555","D","637","662","97.25","NY","97","Kirsten E. Gillibrand","appointed to replace Hillary Clinton","https://api.propublica.org/congress/v1/members/G000555.json","",""
"","","","","D000563","D","654","677","97.32","IL","98","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","S000770","D","654","677","97.32","MI","99","Debbie Stabenow","","https://api.propublica.org/congress/v1/members/S000770.json","",""
"","","","","C000141","D","659","677","97.34","MD","100","Benjamin L. Cardin","","https://api.propublica.org/congress/v1/members/C000141.json","",""
"","","","","L000123","D","643","677","97.57","NJ","101","Frank R. Lautenberg","","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","B001266","D","624","643","97.96","IL","102","Roland W. Burris","replaced Obama","https://api.propublica.org/congress/v1/members/B001266.json","",""
"","","","","S000148","D","662","677","98.22","NY","103","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","M000702","D","613","677","98.39","MD","104","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","K000374","D","117","118","99.15","MA","105","Paul G. Kirk Jr.","Appointed to replace Sen. Edward Kennedy","https://api.propublica.org/congress/v1/members/K000374.json","",""
"","","","","C001041","D","5","6","100.0","NY","106","Hillary Rodham Clinton","resigned to become secretary of state","https://api.propublica.org/congress/v1/members/C001041.json","",""
"","","","","S001163","D","5","5","100.0","CO","107","Ken Salazar","Became Secretary of the Interior","https://api.propublica.org/congress/v1/members/S001163.json","",""
"","","","","K000105","D","9","270","100.0","MA","108","Edward M. Kennedy","Died on August 25, 2009","https://api.propublica.org/congress/v1/members/K000105.json","",""
"","","","","B000444","D","2","5","100.0","DE","109","Joseph R. Biden Jr.","Resigned to become Vice President","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","G000561","D","40","40","100.0","WV","110","Carte P. Goodwin","Replaced the late Sen. Robert C. Byrd.","https://api.propublica.org/congress/v1/members/G000561.json","",""
"","","","","C001088","D","32","33","100.0","DE","111","Christopher A. Coons","Elected to replace Sen. Ted Kaufman.","https://api.propublica.org/congress/v1/members/C001088.json","",""
