"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","L000504","R","583","633","92.1","IN","58","Richard G. Lugar","","https://api.propublica.org/congress/v1/members/L000504.json","",""
"","","","","L000304","D","572","633","92.11","CT","59","Joseph I. Lieberman","","https://api.propublica.org/congress/v1/members/L000304.json","",""
"","","","","D000563","D","577","633","92.17","IL","60","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","W000288","D","567","619","92.35","MN","61","Paul D. Wellstone","Died, 10/25/2002","https://api.propublica.org/congress/v1/members/W000288.json","",""
"","","","","E000286","D","582","633","92.38","NC","62","John Reid Edwards","","https://api.propublica.org/congress/v1/members/E000286.json","",""
"","","","","G000386","R","585","633","92.42","IA","63","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","D000596","D","573","633","92.42","MN","64","Mark Dayton","","https://api.propublica.org/congress/v1/members/D000596.json","",""
"","","","","A000121","R","581","633","92.52","VA","65","George Felix Allen","","https://api.propublica.org/congress/v1/members/A000121.json","",""
"","","","","B000444","D","571","633","92.54","DE","66","Joseph R. Biden Jr.","","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","H000463","R","413","633","92.6","NC","67","Jesse Helms","","https://api.propublica.org/congress/v1/members/H000463.json","",""
"","","","","A000109","R","580","633","92.65","CO","68","Wayne A. Allard","","https://api.propublica.org/congress/v1/members/A000109.json","",""
"","","","","D000432","D","581","633","92.96","ND","69","Byron L. Dorgan","","https://api.propublica.org/congress/v1/members/D000432.json","",""
"","","","","H001028","R","581","633","92.96","NE","70","Chuck T. Hagel","","https://api.propublica.org/congress/v1/members/H001028.json","",""
"","","","","B000611","R","572","633","93.01","MO","71","Christopher S. Bond","","https://api.propublica.org/congress/v1/members/B000611.json","",""
"","","","","T000162","R","567","633","93.1","WY","72","Craig Thomas","","https://api.propublica.org/congress/v1/members/T000162.json","",""
"","","","","R000122","D","587","633","93.17","RI","73","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","H000206","D","576","633","93.2","IA","74","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","T000254","R","578","633","93.23","SC","75","Strom Thurmond","","https://api.propublica.org/congress/v1/members/T000254.json","",""
"","","","","C001041","D","586","633","93.31","NY","76","Hillary Rodham Clinton","","https://api.propublica.org/congress/v1/members/C001041.json","",""
"","","","","S000059","R","578","633","93.38","PA","77","Richard J. Santorum","","https://api.propublica.org/congress/v1/members/S000059.json","",""
"","","","","I000024","R","567","633","93.41","OK","78","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","D000388","D","569","633","93.43","CT","79","Christopher J. Dodd","","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","R000361","D","585","633","93.45","WV","80","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","I000025","D","549","633","93.53","HI","81","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","D000407","R","533","633","93.67","NM","82","Pete V. Domenici","","https://api.propublica.org/congress/v1/members/D000407.json","",""
"","","","","B001066","R","580","633","93.7","KY","83","Jim Bunning","","https://api.propublica.org/congress/v1/members/B001066.json","",""
"","","","","S000770","D","593","633","93.83","MI","84","Debbie Stabenow","","https://api.propublica.org/congress/v1/members/S000770.json","",""
"","","","","L000261","D","594","633","93.84","MI","85","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","A000069","D","556","633","93.92","HI","86","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
"","","","","L000174","D","587","633","93.92","VT","87","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","D000064","D","579","633","93.99","SD","88","Thomas A. Daschle","","https://api.propublica.org/congress/v1/members/D000064.json","",""
"","","","","B001126","R","576","633","94.12","MT","89","Conrad Burns","","https://api.propublica.org/congress/v1/members/B001126.json","",""
"","","","","S000064","D","594","633","94.14","MD","90","Paul S. Sarbanes","","https://api.propublica.org/congress/v1/members/S000064.json","",""
"","","","","L000447","R","586","633","94.36","MS","91","Trent Lott","","https://api.propublica.org/congress/v1/members/L000447.json","",""
"","","","","K000148","D","579","633","94.45","MA","92","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
"","","","","R000146","D","598","633","94.47","NV","93","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","R000307","R","584","633","94.5","KS","94","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","M001085","R","552","633","94.52","AK","95","Frank H. Murkowski","Elected Governor of AK; replaced by daughter Lisa","https://api.propublica.org/congress/v1/members/M001085.json","",""
"","","","","C000880","R","569","633","94.68","ID","96","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","C000858","R","587","633","94.83","ID","97","Larry E. Craig","","https://api.propublica.org/congress/v1/members/C000858.json","",""
"","","","","H000338","R","585","633","94.97","UT","98","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","B000382","R","583","633","95.11","UT","99","Robert F. Bennett","","https://api.propublica.org/congress/v1/members/B000382.json","",""
"","","","","M000702","D","594","633","95.35","MD","100","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","F000439","R","594","633","95.81","TN","101","William H. Frist","","https://api.propublica.org/congress/v1/members/F000439.json","",""
"","","","","M000355","R","605","633","96.49","KY","102","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
