"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","E000194","R","597","675","90.32","NV","21","John Ensign","","https://api.propublica.org/congress/v1/members/E000194.json","",""
"","","","","D000432","D","608","675","90.75","ND","22","Byron L. Dorgan","","https://api.propublica.org/congress/v1/members/D000432.json","",""
"","","","","D000294","R","612","675","90.8","OH","23","Michael DeWine","","https://api.propublica.org/congress/v1/members/D000294.json","",""
"","","","","F000062","D","603","675","90.81","CA","24","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","S001078","R","588","675","91.02","NH","25","John E. Sununu","","https://api.propublica.org/congress/v1/members/S001078.json","",""
"","","","","B000468","D","606","675","91.13","NM","26","Jeff Bingaman","","https://api.propublica.org/congress/v1/members/B000468.json","",""
"","","","","B000444","D","568","675","91.17","DE","27","Joseph R. Biden Jr.","","https://api.propublica.org/congress/v1/members/B000444.json","",""
"","","","","D000596","D","604","675","91.38","MN","28","Mark Dayton","","https://api.propublica.org/congress/v1/members/D000596.json","",""
"","","","","W000779","D","613","675","91.49","OR","29","Ron Wyden","","https://api.propublica.org/congress/v1/members/W000779.json","",""
"","","","","N000032","D","606","675","91.54","FL","30","Bill Nelson","","https://api.propublica.org/congress/v1/members/N000032.json","",""
"","","","","R000146","D","600","675","91.6","NV","31","Harry Reid","","https://api.propublica.org/congress/v1/members/R000146.json","",""
"","","","","V000126","R","607","675","91.69","OH","32","George V. Voinovich","","https://api.propublica.org/congress/v1/members/V000126.json","",""
"","","","","H001016","R","608","675","91.7","TX","33","Kay Bailey Hutchison","","https://api.propublica.org/congress/v1/members/H001016.json","",""
"","","","","I000025","D","559","675","91.79","HI","34","Daniel K. Inouye","","https://api.propublica.org/congress/v1/members/I000025.json","",""
"","","","","L000304","D","379","675","92.21","CT","35","Joseph I. Lieberman","","https://api.propublica.org/congress/v1/members/L000304.json","",""
"","","","","L000123","D","605","675","92.23","NJ","36","Frank R. Lautenberg","","https://api.propublica.org/congress/v1/members/L000123.json","",""
"","","","","R000361","D","620","675","92.26","WV","37","John D. Rockefeller IV","","https://api.propublica.org/congress/v1/members/R000361.json","",""
"","","","","G000352","D","466","675","92.28","FL","38","Bob Graham","","https://api.propublica.org/congress/v1/members/G000352.json","",""
"","","","","K000352","R","618","675","92.52","AZ","39","Jon Kyl","","https://api.propublica.org/congress/v1/members/K000352.json","",""
"","","","","K000105","D","601","675","92.75","MA","40","Edward M. Kennedy","","https://api.propublica.org/congress/v1/members/K000105.json","",""
"","","","","J000177","D","589","675","92.76","SD","41","Tim Johnson","","https://api.propublica.org/congress/v1/members/J000177.json","",""
"","","","","K000305","D","620","675","92.81","WI","42","Herb Kohl","","https://api.propublica.org/congress/v1/members/K000305.json","",""
"","","","","H000206","D","596","675","92.83","IA","43","Tom Harkin","","https://api.propublica.org/congress/v1/members/H000206.json","",""
"","","","","L000174","D","615","675","92.9","VT","44","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","A000069","D","594","675","92.96","HI","45","Daniel K. Akaka","","https://api.propublica.org/congress/v1/members/A000069.json","",""
"","","","","C000077","R","568","675","92.96","CO","46","Ben Nighthorse Campbell","","https://api.propublica.org/congress/v1/members/C000077.json","",""
"","","","","F000442","R","616","675","93.05","IL","47","Peter G. Fitzgerald","","https://api.propublica.org/congress/v1/members/F000442.json","",""
"","","","","D000388","D","618","675","93.07","CT","48","Christopher J. Dodd","","https://api.propublica.org/congress/v1/members/D000388.json","",""
"","","","","N000102","R","622","675","93.11","OK","49","Don Nickles","","https://api.propublica.org/congress/v1/members/N000102.json","",""
"","","","","D000064","D","622","675","93.11","SD","50","Thomas A. Daschle","","https://api.propublica.org/congress/v1/members/D000064.json","",""
"","","","","G000359","R","619","675","93.22","SC","51","Lindsey Graham","","https://api.propublica.org/congress/v1/members/G000359.json","",""
"","","","","C001042","D","607","675","93.24","NJ","52","Jon Stevens Corzine","","https://api.propublica.org/congress/v1/members/C001042.json","",""
"","","","","R000122","D","622","675","93.25","RI","53","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","S000148","D","626","675","93.29","NY","54","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","C001057","R","626","675","93.43","MN","55","Norm Coleman","","https://api.propublica.org/congress/v1/members/C001057.json","",""
"","","","","C000127","D","628","675","93.45","WA","56","Maria Cantwell","","https://api.propublica.org/congress/v1/members/C000127.json","",""
"","","","","S000059","R","621","675","93.52","PA","57","Richard J. Santorum","","https://api.propublica.org/congress/v1/members/S000059.json","",""
"","","","","S001141","R","623","675","93.68","AL","58","Jeff Sessions","","https://api.propublica.org/congress/v1/members/S001141.json","",""
"","","","","E000285","R","629","675","93.74","WY","59","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","C001041","D","615","675","93.75","NY","60","Hillary Rodham Clinton","","https://api.propublica.org/congress/v1/members/C001041.json","",""
"","","","","B000711","D","613","675","93.87","CA","61","Barbara Boxer","","https://api.propublica.org/congress/v1/members/B000711.json","",""
"","","","","S001142","R","600","675","93.9","OR","62","Gordon Harold Smith","","https://api.propublica.org/congress/v1/members/S001142.json","",""
"","","","","M001111","D","626","675","93.99","WA","63","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","W000154","R","628","675","94.01","VA","64","John W. Warner","","https://api.propublica.org/congress/v1/members/W000154.json","",""
"","","","","M001153","R","601","675","94.2","AK","65","Lisa Murkowski","","https://api.propublica.org/congress/v1/members/M001153.json","",""
"","","","","L000261","D","636","675","94.22","MI","66","Carl Levin","","https://api.propublica.org/congress/v1/members/L000261.json","",""
"","","","","D000563","D","628","675","94.44","IL","67","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","A000109","R","636","675","94.64","CO","68","Wayne A. Allard","","https://api.propublica.org/congress/v1/members/A000109.json","",""
"","","","","L000447","R","620","675","94.66","MS","69","Trent Lott","","https://api.propublica.org/congress/v1/members/L000447.json","",""
"","","","","H001028","R","621","675","94.81","NE","70","Chuck T. Hagel","","https://api.propublica.org/congress/v1/members/H001028.json","",""
"","","","","E000286","D","351","675","94.86","NC","71","John Reid Edwards","","https://api.propublica.org/congress/v1/members/E000286.json","",""
"","","","","S000320","R","632","675","94.89","AL","72","Richard C. Shelby","","https://api.propublica.org/congress/v1/members/S000320.json","",""
"","","","","S000064","D","625","675","94.98","MD","73","Paul S. Sarbanes","","https://api.propublica.org/congress/v1/members/S000064.json","",""
"","","","","T000162","R","631","675","95.03","WY","74","Craig Thomas","","https://api.propublica.org/congress/v1/members/T000162.json","",""
"","","","","S000770","D","640","675","95.1","MI","75","Debbie Stabenow","","https://api.propublica.org/congress/v1/members/S000770.json","",""
"","","","","I000024","R","621","675","95.25","OK","76","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","M000702","D","628","675","95.3","MD","77","Barbara A. Mikulski","","https://api.propublica.org/congress/v1/members/M000702.json","",""
"","","","","A000121","R","642","675","95.39","VA","78","George Felix Allen","","https://api.propublica.org/congress/v1/members/A000121.json","",""
"","","","","B000953","R","624","675","95.41","KS","79","Sam Brownback","","https://api.propublica.org/congress/v1/members/B000953.json","",""
"","","","","L000504","R","630","675","95.45","IN","80","Richard G. Lugar","","https://api.propublica.org/congress/v1/members/L000504.json","",""
"","","","","D000601","R","639","675","95.52","NC","81","Elizabeth H. Dole","","https://api.propublica.org/congress/v1/members/D000601.json","",""
"","","","","A000360","R","635","675","95.92","TN","82","Lamar Alexander","","https://api.propublica.org/congress/v1/members/A000360.json","",""
"","","","","C000880","R","639","675","95.95","ID","83","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","S000888","R","644","675","95.98","AK","84","Ted F. Stevens","","https://api.propublica.org/congress/v1/members/S000888.json","",""
"","","","","B000611","R","639","675","96.09","MO","85","Christopher S. Bond","","https://api.propublica.org/congress/v1/members/B000611.json","",""
"","","","","D000407","R","591","675","96.1","NM","86","Pete V. Domenici","","https://api.propublica.org/congress/v1/members/D000407.json","",""
"","","","","T000024","R","642","675","96.11","MO","87","James M. Talent","","https://api.propublica.org/congress/v1/members/T000024.json","",""
"","","","","B000382","R","633","675","96.2","UT","88","Robert F. Bennett","","https://api.propublica.org/congress/v1/members/B000382.json","",""
"","","","","C000858","R","642","675","96.25","ID","89","Larry E. Craig","","https://api.propublica.org/congress/v1/members/C000858.json","",""
"","","","","B001126","R","643","675","96.26","MT","90","Conrad Burns","","https://api.propublica.org/congress/v1/members/B001126.json","",""
"","","","","R000307","R","645","675","96.27","KS","91","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","C001056","R","642","675","96.4","TX","92","John Cornyn","","https://api.propublica.org/congress/v1/members/C001056.json","",""
"","","","","H000338","R","645","675","96.56","UT","93","Orrin G. Hatch","","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","F000439","R","650","675","96.73","TN","94","William H. Frist","","https://api.propublica.org/congress/v1/members/F000439.json","",""
"","","","","G000386","R","653","675","96.74","IA","95","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","C000286","R","636","675","97.1","GA","96","Saxby Chambliss","","https://api.propublica.org/congress/v1/members/C000286.json","",""
"","","","","C000567","R","652","675","97.17","MS","97","Thad Cochran","","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","M000355","R","633","675","97.24","KY","98","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","B001066","R","636","675","97.25","KY","99","Jim Bunning","","https://api.propublica.org/congress/v1/members/B001066.json","",""
"","","","","K000148","D","183","675","97.86","MA","100","John Kerry","","https://api.propublica.org/congress/v1/members/K000148.json","",""
