"status","results__chamber","results__congress","results__offset","results__members__id","results__members__party","results__members__votes_with_party","results__members__total_votes","results__members__party_votes_pct","results__members__state","results__members__rank","results__members__name","results__members__notes","results__members__api_uri","results__num_results","copyright"
"","","","","S001194","D","355","388","92.45","HI","33","Brian Schatz","","https://api.propublica.org/congress/v1/members/S001194.json","",""
"","","","","K000384","D","356","388","92.47","VA","34","Tim Kaine","","https://api.propublica.org/congress/v1/members/K000384.json","",""
"","","","","M000639","D","284","388","92.51","NJ","35","Robert Menendez","","https://api.propublica.org/congress/v1/members/M000639.json","",""
"","","","","F000062","D","335","388","92.54","CA","36","Dianne Feinstein","","https://api.propublica.org/congress/v1/members/F000062.json","",""
"","","","","H001041","R","345","388","92.74","NV","37","Dean Heller","","https://api.propublica.org/congress/v1/members/H001041.json","",""
"","","","","H001046","D","351","388","93.1","NM","38","Martin Heinrich","","https://api.propublica.org/congress/v1/members/H001046.json","",""
"","","","","S001181","D","361","388","93.28","NH","39","Jeanne Shaheen","","https://api.propublica.org/congress/v1/members/S001181.json","",""
"","","","","M001153","R","352","388","93.37","AK","40","Lisa Murkowski","","https://api.propublica.org/congress/v1/members/M001153.json","",""
"","","","","D000563","D","353","388","93.63","IL","41","Richard J. Durbin","","https://api.propublica.org/congress/v1/members/D000563.json","",""
"","","","","H001076","D","364","388","93.81","NH","42","Margaret Hassan","","https://api.propublica.org/congress/v1/members/H001076.json","",""
"","","","","S000148","D","365","388","94.07","NY","43","Charles E. Schumer","","https://api.propublica.org/congress/v1/members/S000148.json","",""
"","","","","R000122","D","365","388","94.07","RI","44","Jack Reed","","https://api.propublica.org/congress/v1/members/R000122.json","",""
"","","","","F000444","R","352","388","94.37","AZ","45","Jeff Flake","Announced retirement on Oct. 24, 2017.","https://api.propublica.org/congress/v1/members/F000444.json","",""
"","","","","S001197","R","363","388","94.53","NE","46","Ben Sasse","","https://api.propublica.org/congress/v1/members/S001197.json","",""
"","","","","C001071","R","355","388","94.67","TN","47","Bob Corker","Announced retirement on September 26, 2017.","https://api.propublica.org/congress/v1/members/C001071.json","",""
"","","","","M001169","D","366","388","94.82","CT","48","Christopher S. Murphy","","https://api.propublica.org/congress/v1/members/M001169.json","",""
"","","","","B000944","D","368","388","94.85","OH","49","Sherrod Brown","","https://api.propublica.org/congress/v1/members/B000944.json","",""
"","","","","W000802","D","366","388","95.06","RI","50","Sheldon Whitehouse","","https://api.propublica.org/congress/v1/members/W000802.json","",""
"","","","","V000128","D","366","388","95.31","MD","51","Chris Van Hollen","","https://api.propublica.org/congress/v1/members/V000128.json","",""
"","","","","C001098","R","359","388","95.48","TX","52","Ted Cruz","","https://api.propublica.org/congress/v1/members/C001098.json","",""
"","","","","L000174","D","365","388","95.55","VT","53","Patrick J. Leahy","","https://api.propublica.org/congress/v1/members/L000174.json","",""
"","","","","D000618","R","371","388","95.62","MT","54","Steve Daines","","https://api.propublica.org/congress/v1/members/D000618.json","",""
"","","","","K000393","R","371","388","95.62","LA","55","John Kennedy","","https://api.propublica.org/congress/v1/members/K000393.json","",""
"","","","","R000584","R","369","388","95.84","ID","56","Jim Risch","","https://api.propublica.org/congress/v1/members/R000584.json","",""
"","","","","M001111","D","369","388","95.84","WA","57","Patty Murray","","https://api.propublica.org/congress/v1/members/M001111.json","",""
"","","","","B001230","D","370","388","96.1","WI","58","Tammy Baldwin","","https://api.propublica.org/congress/v1/members/B001230.json","",""
"","","","","C000127","D","371","388","96.11","WA","59","Maria Cantwell","","https://api.propublica.org/congress/v1/members/C000127.json","",""
"","","","","E000285","R","372","388","96.12","WY","60","Michael B. Enzi","","https://api.propublica.org/congress/v1/members/E000285.json","",""
"","","","","K000367","D","372","388","96.12","MN","61","Amy Klobuchar","","https://api.propublica.org/congress/v1/members/K000367.json","",""
"","","","","C001070","D","373","388","96.38","PA","62","Bob Casey","","https://api.propublica.org/congress/v1/members/C001070.json","",""
"","","","","G000562","R","374","388","96.39","CO","63","Cory Gardner","","https://api.propublica.org/congress/v1/members/G000562.json","",""
"","","","","T000461","R","357","388","96.49","PA","64","Patrick J. Toomey","","https://api.propublica.org/congress/v1/members/T000461.json","",""
"","","","","M000934","R","362","388","96.53","KS","65","Jerry Moran","","https://api.propublica.org/congress/v1/members/M000934.json","",""
"","","","","C000141","D","374","388","96.64","MD","66","Benjamin L. Cardin","","https://api.propublica.org/congress/v1/members/C000141.json","",""
"","","","","C000880","R","374","388","96.64","ID","67","Michael D. Crapo","","https://api.propublica.org/congress/v1/members/C000880.json","",""
"","","","","L000575","R","375","388","96.65","OK","68","James Lankford","","https://api.propublica.org/congress/v1/members/L000575.json","",""
"","","","","G000359","R","360","388","96.77","SC","69","Lindsey Graham","","https://api.propublica.org/congress/v1/members/G000359.json","",""
"","","","","S001202","R","248","265","96.88","AL","70","Luther Strange","Lost special primary election to Roy Moore.","https://api.propublica.org/congress/v1/members/S001202.json","",""
"","","","","G000386","R","377","388","97.16","IA","71","Charles E. Grassley","","https://api.propublica.org/congress/v1/members/G000386.json","",""
"","","","","P000612","R","373","388","97.39","GA","72","David Perdue","","https://api.propublica.org/congress/v1/members/P000612.json","",""
"","","","","C001095","R","376","388","97.41","AR","73","Tom Cotton","","https://api.propublica.org/congress/v1/members/C001095.json","",""
"","","","","E000295","R","377","388","97.42","IA","74","Joni Ernst","","https://api.propublica.org/congress/v1/members/E000295.json","",""
"","","","","J000293","R","377","388","97.42","WI","75","Ron Johnson","","https://api.propublica.org/congress/v1/members/J000293.json","",""
"","","","","F000457","D","304","325","97.44","MN","76","Al Franken","Resigned effective Jan. 2, 2018.","https://api.propublica.org/congress/v1/members/F000457.json","",""
"","","","","A000360","R","359","388","97.55","TN","77","Lamar Alexander","","https://api.propublica.org/congress/v1/members/A000360.json","",""
"","","","","C001075","R","378","388","97.67","LA","78","Bill Cassidy","","https://api.propublica.org/congress/v1/members/C001075.json","",""
"","","","","F000463","R","379","388","97.68","NE","79","Deb Fischer","","https://api.propublica.org/congress/v1/members/F000463.json","",""
"","","","","C001047","R","375","388","97.91","WV","80","Shelley Moore Capito","","https://api.propublica.org/congress/v1/members/C001047.json","",""
"","","","","I000024","R","376","388","97.92","OK","81","James M. Inhofe","","https://api.propublica.org/congress/v1/members/I000024.json","",""
"","","","","S000320","R","377","388","97.92","AL","82","Richard C. Shelby","","https://api.propublica.org/congress/v1/members/S000320.json","",""
"","","","","P000449","R","377","388","97.92","OH","83","Rob Portman","","https://api.propublica.org/congress/v1/members/P000449.json","",""
"","","","","B001261","R","379","388","97.93","WY","84","John Barrasso","","https://api.propublica.org/congress/v1/members/B001261.json","",""
"","","","","S001198","R","365","388","98.12","AK","85","Dan Sullivan","","https://api.propublica.org/congress/v1/members/S001198.json","",""
"","","","","R000595","R","366","388","98.12","FL","86","Marco Rubio","","https://api.propublica.org/congress/v1/members/R000595.json","",""
"","","","","M000355","R","381","388","98.2","KY","87","Mitch McConnell","","https://api.propublica.org/congress/v1/members/M000355.json","",""
"","","","","I000055","R","328","388","98.2","GA","88","Johnny Isakson","","https://api.propublica.org/congress/v1/members/I000055.json","",""
"","","","","S001203","D","62","63","98.41","MN","89","Tina Smith","","https://api.propublica.org/congress/v1/members/S001203.json","",""
"","","","","R000605","R","373","388","98.42","SD","90","Mike Rounds","","https://api.propublica.org/congress/v1/members/R000605.json","",""
"","","","","B000575","R","374","388","98.42","MO","91","Roy Blunt","","https://api.propublica.org/congress/v1/members/B000575.json","",""
"","","","","W000437","R","381","388","98.45","MS","92","Roger Wicker","","https://api.propublica.org/congress/v1/members/W000437.json","",""
"","","","","S001184","R","378","388","98.69","SC","93","Tim Scott","","https://api.propublica.org/congress/v1/members/S001184.json","",""
"","","","","Y000064","R","381","388","98.7","IN","94","Todd Young","","https://api.propublica.org/congress/v1/members/Y000064.json","",""
"","","","","H000338","R","381","388","98.7","UT","95","Orrin G. Hatch","Announced retirement on Jan. 2, 2018.","https://api.propublica.org/congress/v1/members/H000338.json","",""
"","","","","T000250","R","383","388","98.71","SD","96","John Thune","","https://api.propublica.org/congress/v1/members/T000250.json","",""
"","","","","B001135","R","367","388","98.92","NC","97","Richard M. Burr","","https://api.propublica.org/congress/v1/members/B001135.json","",""
"","","","","R000307","R","377","388","98.95","KS","98","Pat Roberts","","https://api.propublica.org/congress/v1/members/R000307.json","",""
"","","","","B001236","R","384","388","98.97","AR","99","John Boozman","","https://api.propublica.org/congress/v1/members/B001236.json","",""
"","","","","C001056","R","384","388","98.97","TX","100","John Cornyn","","https://api.propublica.org/congress/v1/members/C001056.json","",""
"","","","","C000567","R","348","388","99.15","MS","101","Thad Cochran","Resigned from the Senate effective April 1, 2018.","https://api.propublica.org/congress/v1/members/C000567.json","",""
"","","","","T000476","R","373","388","99.2","NC","102","Thom Tillis","","https://api.propublica.org/congress/v1/members/T000476.json","",""
"","","","","H001061","R","381","388","99.22","ND","103","John Hoeven","","https://api.propublica.org/congress/v1/members/H001061.json","",""
